Report_Year,Census_Tract_1990,Crime_Type,Report_Year_Total
2005,79,Residential Burglary,76
2005,79,Robbery,25
2005,79,Theft,267
2005,79,Vehicle Theft,78
2005,79,Violent Crimes Total,70
2005,8,Aggravated Assault,4
2005,8,Homicide,0
2005,8,NonResidential Burglary,4
2005,8,Property Crimes Total,172
2005,8,Rape,0
2005,8,Residential Burglary,34
2005,8,Robbery,5
2005,8,Theft,107
2005,8,Vehicle Theft,22
2005,8,Violent Crimes Total,9
2005,80,Aggravated Assault,83
2005,80,Homicide,1
2005,80,NonResidential Burglary,38
2005,80,Property Crimes Total,1016
2005,80,Rape,6
2005,80,Residential Burglary,48
2005,80,Robbery,45
2005,80,Theft,784
2005,80,Vehicle Theft,146
2005,80,Violent Crimes Total,135
2005,81,Aggravated Assault,124
2005,81,Homicide,0
2005,81,NonResidential Burglary,102
2005,81,Property Crimes Total,1877
2005,81,Rape,4
2005,81,Residential Burglary,28
2005,81,Robbery,135
2005,81,Theft,1623
2005,81,Vehicle Theft,119
2005,81,Violent Crimes Total,263
2005,82,Aggravated Assault,37
2005,82,Homicide,0
2005,82,NonResidential Burglary,31
2005,82,Property Crimes Total,729
2005,82,Rape,2
2005,82,Residential Burglary,18
2005,82,Robbery,20
2005,82,Theft,619
2005,82,Vehicle Theft,60
2005,82,Violent Crimes Total,59
2005,83,Aggravated Assault,12
2005,83,Homicide,0
2005,83,NonResidential Burglary,14
2005,83,Property Crimes Total,263
2005,83,Rape,2
2005,83,Residential Burglary,24
2005,83,Robbery,10
2005,83,Theft,180
2005,83,Vehicle Theft,44
2005,83,Violent Crimes Total,24
2005,84,Aggravated Assault,41
2005,84,Homicide,0
2005,84,NonResidential Burglary,40
2005,84,Property Crimes Total,606
2005,84,Rape,1
2005,84,Residential Burglary,43
2005,84,Robbery,44
2005,84,Theft,431
2005,84,Vehicle Theft,91
2005,84,Violent Crimes Total,86
2005,85,Aggravated Assault,59
2005,85,Homicide,0
2005,85,NonResidential Burglary,22
2005,85,Property Crimes Total,382
2005,85,Rape,6
2005,85,Residential Burglary,25
2005,85,Robbery,21
2005,85,Theft,251
2005,85,Vehicle Theft,81
2005,85,Violent Crimes Total,86
2005,86,Aggravated Assault,25
2005,86,Homicide,0
2005,86,NonResidential Burglary,26
2005,86,Property Crimes Total,334
2005,86,Rape,5
2005,86,Residential Burglary,34
2005,86,Robbery,12
2005,86,Theft,211
2005,86,Vehicle Theft,62
2005,86,Violent Crimes Total,42
2005,87,Aggravated Assault,34
2005,87,Homicide,0
2005,87,NonResidential Burglary,11
2005,87,Property Crimes Total,340
2005,87,Rape,2
2005,87,Residential Burglary,69
2005,87,Robbery,34
2005,87,Theft,186
2005,87,Vehicle Theft,73
2005,87,Violent Crimes Total,70
2005,88,Aggravated Assault,16
2005,88,Homicide,0
2005,88,NonResidential Burglary,11
2005,88,Property Crimes Total,317
2005,88,Rape,1
2005,88,Residential Burglary,78
2005,88,Robbery,15
2005,88,Theft,186
2005,88,Vehicle Theft,37
2005,88,Violent Crimes Total,32
2005,89,Aggravated Assault,44
2005,89,Homicide,0
2005,89,NonResidential Burglary,14
2005,89,Property Crimes Total,619
2005,89,Rape,1
2005,89,Residential Burglary,83
2005,89,Robbery,28
2005,89,Theft,457
2005,89,Vehicle Theft,64
2005,89,Violent Crimes Total,73
2005,9,Aggravated Assault,3
2005,9,Homicide,0
2005,9,NonResidential Burglary,1
2005,9,Property Crimes Total,79
2005,9,Rape,0
2005,9,Residential Burglary,25
2005,9,Robbery,0
2005,9,Theft,36
2005,9,Vehicle Theft,16
2005,9,Violent Crimes Total,3
2005,90,Aggravated Assault,32
2005,90,Homicide,1
2005,90,NonResidential Burglary,37
2005,90,Property Crimes Total,360
2005,90,Rape,3
2005,90,Residential Burglary,28
2005,90,Robbery,19
2005,90,Theft,215
2005,90,Vehicle Theft,78
2005,90,Violent Crimes Total,55
2005,91,Aggravated Assault,25
2005,91,Homicide,0
2005,91,NonResidential Burglary,24
2005,91,Property Crimes Total,516
2005,91,Rape,0
2005,91,Residential Burglary,6
2005,91,Robbery,42
2005,91,Theft,409
2005,91,Vehicle Theft,74
2005,91,Violent Crimes Total,67
2005,92,Aggravated Assault,84
2005,92,Homicide,1
2005,92,NonResidential Burglary,23
2005,92,Property Crimes Total,401
2005,92,Rape,2
2005,92,Residential Burglary,19
2005,92,Robbery,47
2005,92,Theft,289
2005,92,Vehicle Theft,68
2005,92,Violent Crimes Total,134
2005,93,Aggravated Assault,74
2005,93,Homicide,2
2005,93,NonResidential Burglary,123
2005,93,Property Crimes Total,1168
2005,93,Rape,0
2005,93,Residential Burglary,16
2005,93,Robbery,42
2005,93,Theft,801
2005,93,Vehicle Theft,222
2005,93,Violent Crimes Total,118
2005,94,Aggravated Assault,34
2005,94,Homicide,0
2005,94,NonResidential Burglary,20
2005,94,Property Crimes Total,482
2005,94,Rape,2
2005,94,Residential Burglary,63
2005,94,Robbery,16
2005,94,Theft,300
2005,94,Vehicle Theft,97
2005,94,Violent Crimes Total,52
2005,95,Aggravated Assault,21
2005,95,Homicide,0
2005,95,NonResidential Burglary,6
2005,95,Property Crimes Total,493
2005,95,Rape,2
2005,95,Residential Burglary,75
2005,95,Robbery,12
2005,95,Theft,311
2005,95,Vehicle Theft,100
2005,95,Violent Crimes Total,35
2005,96,Aggravated Assault,5
2005,96,Homicide,0
2005,96,NonResidential Burglary,6
2005,96,Property Crimes Total,188
2005,96,Rape,2
2005,96,Residential Burglary,24
2005,96,Robbery,2
2005,96,Theft,117
2005,96,Vehicle Theft,38
2005,96,Violent Crimes Total,9
2005,97,Aggravated Assault,12
2005,97,Homicide,0
2005,97,NonResidential Burglary,11
2005,97,Property Crimes Total,334
2005,97,Rape,0
2005,97,Residential Burglary,41
2005,97,Robbery,3
2005,97,Theft,172
2005,97,Vehicle Theft,110
2005,97,Violent Crimes Total,15
2005,98,Aggravated Assault,15
2005,98,Homicide,0
2005,98,NonResidential Burglary,14
2005,98,Property Crimes Total,264
2005,98,Rape,0
2005,98,Residential Burglary,38
2005,98,Robbery,5
2005,98,Theft,154
2005,98,Vehicle Theft,53
2005,98,Violent Crimes Total,20
2005,99,Aggravated Assault,14
2005,99,Homicide,0
2005,99,NonResidential Burglary,18
2005,99,Property Crimes Total,357
2005,99,Rape,2
2005,99,Residential Burglary,39
2005,99,Robbery,11
2005,99,Theft,215
2005,99,Vehicle Theft,84
2005,99,Violent Crimes Total,27
2006,1,Aggravated Assault,20
2006,1,Homicide,0
2006,1,NonResidential Burglary,26
2006,1,Rape,3
2006,1,Residential Burglary,57
2006,1,Robbery,13
2006,1,Theft,288
2006,1,Vehicle Theft,101
2006,10,Aggravated Assault,13
2006,10,Homicide,0
2006,10,NonResidential Burglary,11
2006,10,Rape,0
2006,10,Residential Burglary,20
2006,10,Robbery,7
2006,10,Theft,55
2006,10,Vehicle Theft,21
2006,100,Aggravated Assault,52
2006,100,Homicide,1
2006,100,NonResidential Burglary,17
2006,100,Rape,2
2006,100,Residential Burglary,51
2006,100,Robbery,29
2006,100,Theft,296
2006,100,Vehicle Theft,89
2006,101,Aggravated Assault,28
2006,101,Homicide,0
2006,101,NonResidential Burglary,20
2006,101,Rape,0
2006,101,Residential Burglary,77
2006,101,Robbery,21
2006,101,Theft,222
2006,101,Vehicle Theft,81
2006,102,Aggravated Assault,8
2006,102,Homicide,1
2006,102,NonResidential Burglary,4
2006,102,Rape,0
2006,102,Residential Burglary,69
2006,102,Robbery,7
2006,102,Theft,130
2006,102,Vehicle Theft,44
2006,103,Aggravated Assault,48
2006,103,Homicide,0
2006,103,NonResidential Burglary,32
2006,103,Rape,3
2006,103,Residential Burglary,83
2006,103,Robbery,43
2006,103,Theft,205
2006,103,Vehicle Theft,77
2006,104,Aggravated Assault,22
2006,104,Homicide,0
2006,104,NonResidential Burglary,16
2006,104,Rape,0
2006,104,Residential Burglary,60
2006,104,Robbery,12
2006,104,Theft,95
2006,104,Vehicle Theft,39
2006,105,Aggravated Assault,23
2006,105,Homicide,0
2006,105,NonResidential Burglary,18
2006,105,Rape,0
2006,105,Residential Burglary,43
2006,105,Robbery,18
2006,105,Theft,210
2006,105,Vehicle Theft,88
2006,106,Aggravated Assault,15
2006,106,Homicide,0
2006,106,NonResidential Burglary,7
2006,106,Rape,1
2006,106,Residential Burglary,64
2006,106,Robbery,11
2006,106,Theft,192
2006,106,Vehicle Theft,70
2006,107,Aggravated Assault,36
2006,107,Homicide,0
2006,107,NonResidential Burglary,16
2006,107,Rape,1
2006,107,Residential Burglary,53
2006,107,Robbery,14
2006,107,Theft,115
2006,107,Vehicle Theft,63
2006,108,Aggravated Assault,14
2006,108,Homicide,0
2006,108,NonResidential Burglary,9
2006,108,Rape,1
2006,108,Residential Burglary,37
2006,108,Robbery,10
2006,108,Theft,127
2006,108,Vehicle Theft,38
2006,109,Aggravated Assault,19
2006,109,Homicide,0
2006,109,NonResidential Burglary,60
2006,109,Rape,2
2006,109,Residential Burglary,17
2006,109,Robbery,16
2006,109,Theft,199
2006,109,Vehicle Theft,84
2006,11,Aggravated Assault,7
2006,11,Homicide,0
2006,11,NonResidential Burglary,9
2006,11,Rape,0
2006,11,Residential Burglary,29
2006,11,Robbery,0
2006,11,Theft,51
2006,11,Vehicle Theft,16
2006,110,Aggravated Assault,26
2006,110,Homicide,0
2006,110,NonResidential Burglary,38
2006,110,Rape,1
2006,110,Residential Burglary,87
2006,110,Robbery,31
2006,110,Theft,166
2006,110,Vehicle Theft,116
2006,111,Aggravated Assault,48
2006,111,Homicide,2
2006,111,NonResidential Burglary,26
2006,111,Rape,6
2006,111,Residential Burglary,113
2006,111,Robbery,63
2006,111,Theft,178
2006,111,Vehicle Theft,85
2006,112,Aggravated Assault,29
2006,112,Homicide,1
2006,112,NonResidential Burglary,30
2006,112,Rape,1
2006,112,Residential Burglary,48
2006,112,Robbery,20
2006,112,Theft,157
2006,112,Vehicle Theft,72
2006,113,Aggravated Assault,21
2006,113,Homicide,0
2006,113,NonResidential Burglary,12
2006,113,Rape,3
2006,113,Residential Burglary,66
2006,113,Robbery,9
2006,113,Theft,119
2006,113,Vehicle Theft,61
2006,114,Aggravated Assault,42
2006,114,Homicide,0
2006,114,NonResidential Burglary,19
2006,114,Rape,1
2006,114,Residential Burglary,61
2006,114,Robbery,33
2006,114,Theft,370
2006,114,Vehicle Theft,128
2006,115,Aggravated Assault,3
2006,115,Homicide,0
2006,115,NonResidential Burglary,3
2006,115,Rape,0
2006,115,Residential Burglary,35
2006,115,Robbery,6
2006,115,Theft,68
2006,115,Vehicle Theft,32
2006,116,Aggravated Assault,6
2006,116,Homicide,0
2006,116,NonResidential Burglary,14
2006,116,Rape,0
2006,116,Residential Burglary,37
2006,116,Robbery,0
2006,116,Theft,115
2006,116,Vehicle Theft,45
2006,117,Aggravated Assault,17
2006,117,Homicide,0
2006,117,NonResidential Burglary,37
2006,117,Rape,2
2006,117,Residential Burglary,44
2006,117,Robbery,8
2006,117,Theft,89
2006,117,Vehicle Theft,35
2006,118,Aggravated Assault,99
2006,118,Homicide,1
2006,118,NonResidential Burglary,22
2006,118,Rape,3
2006,118,Residential Burglary,175
2006,118,Robbery,74
2006,118,Theft,256
2006,118,Vehicle Theft,126
2006,119,Aggravated Assault,20
2006,119,Homicide,0
2006,119,NonResidential Burglary,3
2006,119,Rape,0
2006,119,Residential Burglary,68
2006,119,Robbery,16
2006,119,Theft,107
2006,119,Vehicle Theft,48
2006,12,Aggravated Assault,22
2006,12,Homicide,0
2006,12,NonResidential Burglary,34
2006,12,Rape,1
2006,12,Residential Burglary,34
2006,12,Robbery,38
2006,12,Theft,752
2006,12,Vehicle Theft,193
2006,120,Aggravated Assault,5
2006,120,Homicide,1
2006,120,NonResidential Burglary,2
2006,120,Rape,0
2006,120,Residential Burglary,27
2006,120,Robbery,0
2006,120,Theft,29
2006,120,Vehicle Theft,22
2006,121,Aggravated Assault,1
2006,121,Homicide,0
2006,121,NonResidential Burglary,1
2006,121,Rape,0
2006,121,Residential Burglary,17
2006,121,Robbery,0
2006,121,Theft,26
2006,121,Vehicle Theft,3
2006,13,Aggravated Assault,19
2006,13,Homicide,0
2006,13,NonResidential Burglary,20
2006,13,Rape,2
2006,13,Residential Burglary,35
2006,13,Robbery,17
2006,13,Theft,160
2006,13,Vehicle Theft,84
2006,14,Aggravated Assault,12
2006,14,Homicide,1
2006,14,NonResidential Burglary,4
2006,14,Rape,2
2006,14,Residential Burglary,33
2006,14,Robbery,8
2006,14,Theft,129
2006,14,Vehicle Theft,53
2006,15,Aggravated Assault,1
2006,15,Homicide,0
2006,15,NonResidential Burglary,0
2006,15,Rape,0
2006,15,Residential Burglary,17
2006,15,Robbery,0
2006,15,Theft,15
2006,15,Vehicle Theft,10
2006,16,Aggravated Assault,11
2006,16,Homicide,0
2006,16,NonResidential Burglary,10
2006,16,Rape,0
2006,16,Residential Burglary,29
2006,16,Robbery,9
2006,16,Theft,105
2006,16,Vehicle Theft,34
2006,17,Aggravated Assault,24
2006,17,Homicide,0
2006,17,NonResidential Burglary,27
2006,17,Rape,0
2006,17,Residential Burglary,77
2006,17,Robbery,19
2006,17,Theft,323
2006,17,Vehicle Theft,130
2006,18,Aggravated Assault,19
2006,18,Homicide,0
2006,18,NonResidential Burglary,7
2006,18,Rape,1
2006,18,Residential Burglary,28
2006,18,Robbery,16
2006,18,Theft,119
2006,18,Vehicle Theft,93
2006,19,Aggravated Assault,2
2006,19,Homicide,0
2006,19,NonResidential Burglary,19
2006,19,Rape,0
2006,19,Residential Burglary,18
2006,19,Robbery,7
2006,19,Theft,97
2006,19,Vehicle Theft,53
2006,2,Aggravated Assault,9
2006,2,Homicide,0
2006,2,NonResidential Burglary,4
2006,2,Rape,0
2006,2,Residential Burglary,52
2006,2,Robbery,3
2006,2,Theft,151
2006,2,Vehicle Theft,78
2006,20,Aggravated Assault,1
2006,20,Homicide,0
2006,20,NonResidential Burglary,11
2006,20,Rape,0
2006,20,Residential Burglary,32
2006,20,Robbery,2
2006,20,Theft,53
2006,20,Vehicle Theft,31
2006,21,Aggravated Assault,4
2006,21,Homicide,0
2006,21,NonResidential Burglary,7
2006,21,Rape,0
2006,21,Residential Burglary,20
2006,21,Robbery,3
2006,21,Theft,58
2006,21,Vehicle Theft,21
2006,22,Aggravated Assault,1
2006,22,Homicide,0
2006,22,NonResidential Burglary,5
2006,22,Rape,0
2006,22,Residential Burglary,18
2006,22,Robbery,0
2006,22,Theft,82
2006,22,Vehicle Theft,19
2006,23,Aggravated Assault,3
2006,23,Homicide,0
2006,23,NonResidential Burglary,15
2006,23,Rape,0
2006,23,Residential Burglary,3
2006,23,Robbery,1
2006,23,Theft,77
2006,23,Vehicle Theft,7
2006,24.98,Aggravated Assault,2
2006,24.98,Homicide,0
2006,24.98,NonResidential Burglary,3
2006,24.98,Rape,0
2006,24.98,Residential Burglary,13
2006,24.98,Robbery,0
2006,24.98,Theft,27
2006,24.98,Vehicle Theft,19
2006,25,Aggravated Assault,1
2006,25,Homicide,0
2006,25,NonResidential Burglary,2
2006,25,Rape,1
2006,25,Residential Burglary,7
2006,25,Robbery,0
2006,25,Theft,30
2006,25,Vehicle Theft,9
2006,26,Aggravated Assault,10
2006,26,Homicide,0
2006,26,NonResidential Burglary,13
2006,26,Rape,0
2006,26,Residential Burglary,44
2006,26,Robbery,12
2006,26,Theft,135
2006,26,Vehicle Theft,57
2006,27,Aggravated Assault,3
2006,27,Homicide,0
2006,27,NonResidential Burglary,6
2006,27,Rape,0
2006,27,Residential Burglary,49
2006,27,Robbery,4
2006,27,Theft,151
2006,27,Vehicle Theft,85
2006,28,Aggravated Assault,8
2006,28,Homicide,0
2006,28,NonResidential Burglary,10
2006,28,Rape,0
2006,28,Residential Burglary,41
2006,28,Robbery,3
2006,28,Theft,108
2006,28,Vehicle Theft,65
2006,29,Aggravated Assault,4
2006,29,Homicide,0
2006,29,NonResidential Burglary,10
2006,29,Rape,0
2006,29,Residential Burglary,29
2006,29,Robbery,2
2006,29,Theft,74
2006,29,Vehicle Theft,36
2006,3,Aggravated Assault,5
2006,3,Homicide,0
2006,3,NonResidential Burglary,4
2006,3,Rape,1
2006,3,Residential Burglary,30
2006,3,Robbery,6
2006,3,Theft,72
2006,3,Vehicle Theft,32
2006,30,Aggravated Assault,4
2006,30,Homicide,0
2006,30,NonResidential Burglary,15
2006,30,Rape,1
2006,30,Residential Burglary,44
2006,30,Robbery,4
2006,30,Theft,154
2006,30,Vehicle Theft,73
2006,31,Aggravated Assault,5
2006,31,Homicide,0
2006,31,NonResidential Burglary,2
2006,31,Rape,0
2006,31,Residential Burglary,27
2006,31,Robbery,4
2006,31,Theft,106
2006,31,Vehicle Theft,62
2006,32,Aggravated Assault,9
2006,32,Homicide,0
2006,32,NonResidential Burglary,16
2006,32,Rape,0
2006,32,Residential Burglary,48
2006,32,Robbery,5
2006,32,Theft,145
2006,32,Vehicle Theft,81
2006,33,Aggravated Assault,7
2006,33,Homicide,0
2006,33,NonResidential Burglary,14
2006,33,Rape,0
2006,33,Residential Burglary,46
2006,33,Robbery,7
2006,33,Theft,142
2006,33,Vehicle Theft,73
2006,34,Aggravated Assault,0
2006,34,Homicide,0
2006,34,NonResidential Burglary,0
2006,34,Rape,0
2006,34,Residential Burglary,26
2006,34,Robbery,1
2006,34,Theft,87
2006,34,Vehicle Theft,29
2006,35,Aggravated Assault,4
2006,35,Homicide,0
2006,35,NonResidential Burglary,10
2006,35,Rape,0
2006,35,Residential Burglary,29
2006,35,Robbery,1
2006,35,Theft,104
2006,35,Vehicle Theft,42
2006,36,Aggravated Assault,5
2006,36,Homicide,0
2006,36,NonResidential Burglary,16
2006,36,Rape,0
2006,36,Residential Burglary,71
2006,36,Robbery,10
2006,36,Theft,204
2006,36,Vehicle Theft,113
2006,37,Aggravated Assault,1
2006,37,Homicide,0
2006,37,NonResidential Burglary,3
2006,37,Rape,0
2006,37,Residential Burglary,12
2006,37,Robbery,1
2006,37,Theft,34
2006,37,Vehicle Theft,18
2006,38,Aggravated Assault,6
2006,38,Homicide,0
2006,38,NonResidential Burglary,8
2006,38,Rape,0
2006,38,Residential Burglary,6
2006,38,Robbery,0
2006,38,Theft,49
2006,38,Vehicle Theft,9
2006,39,Aggravated Assault,0
2006,39,Homicide,0
2006,39,NonResidential Burglary,2
2006,39,Rape,0
2006,39,Residential Burglary,8
2006,39,Robbery,3
2006,39,Theft,29
2006,39,Vehicle Theft,10
2006,4,Aggravated Assault,26
2006,4,Homicide,0
2006,4,NonResidential Burglary,20
2006,4,Rape,2
2006,4,Residential Burglary,60
2006,4,Robbery,15
2006,4,Theft,235
2006,4,Vehicle Theft,164
2006,40.98,Aggravated Assault,0
2006,40.98,Homicide,0
2006,40.98,NonResidential Burglary,1
2006,40.98,Rape,0
2006,40.98,Residential Burglary,5
2006,40.98,Robbery,0
2006,40.98,Theft,40
2006,40.98,Vehicle Theft,19
2006,41,Aggravated Assault,2
2006,41,Homicide,0
2006,41,NonResidential Burglary,16
2006,41,Rape,1
2006,41,Residential Burglary,31
2006,41,Robbery,2
2006,41,Theft,139
2006,41,Vehicle Theft,40
2006,42,Aggravated Assault,3
2006,42,Homicide,0
2006,42,NonResidential Burglary,13
2006,42,Rape,2
2006,42,Residential Burglary,31
2006,42,Robbery,1
2006,42,Theft,128
2006,42,Vehicle Theft,48
2006,43,Aggravated Assault,17
2006,43,Homicide,0
2006,43,NonResidential Burglary,12
2006,43,Rape,1
2006,43,Residential Burglary,66
2006,43,Robbery,13
2006,43,Theft,239
2006,43,Vehicle Theft,92
2006,44,Aggravated Assault,19
2006,44,Homicide,0
2006,44,NonResidential Burglary,14
2006,44,Rape,1
2006,44,Residential Burglary,77
2006,44,Robbery,21
2006,44,Theft,305
2006,44,Vehicle Theft,154
2006,45,Aggravated Assault,3
2006,45,Homicide,0
2006,45,NonResidential Burglary,1
2006,45,Rape,0
2006,45,Residential Burglary,28
2006,45,Robbery,4
2006,45,Theft,61
2006,45,Vehicle Theft,40
2006,46,Aggravated Assault,1
2006,46,Homicide,0
2006,46,NonResidential Burglary,7
2006,46,Rape,1
2006,46,Residential Burglary,28
2006,46,Robbery,5
2006,46,Theft,277
2006,46,Vehicle Theft,55
2006,47,Aggravated Assault,29
2006,47,Homicide,0
2006,47,NonResidential Burglary,65
2006,47,Rape,1
2006,47,Residential Burglary,50
2006,47,Robbery,29
2006,47,Theft,445
2006,47,Vehicle Theft,174
2006,48,Aggravated Assault,7
2006,48,Homicide,0
2006,48,NonResidential Burglary,17
2006,48,Rape,0
2006,48,Residential Burglary,55
2006,48,Robbery,0
2006,48,Theft,128
2006,48,Vehicle Theft,66
2006,49,Aggravated Assault,19
2006,49,Homicide,0
2006,49,NonResidential Burglary,33
2006,49,Rape,0
2006,49,Residential Burglary,64
2006,49,Robbery,12
2006,49,Theft,286
2006,49,Vehicle Theft,146
2006,5,Aggravated Assault,2
2006,5,Homicide,0
2006,5,NonResidential Burglary,1
2006,5,Rape,0
2006,5,Residential Burglary,31
2006,5,Robbery,0
2006,5,Theft,57
2006,5,Vehicle Theft,11
2006,50,Aggravated Assault,2
2006,50,Homicide,0
2006,50,NonResidential Burglary,21
2006,50,Rape,1
2006,50,Residential Burglary,36
2006,50,Robbery,3
2006,50,Theft,104
2006,50,Vehicle Theft,44
2006,51,Aggravated Assault,3
2006,51,Homicide,0
2006,51,NonResidential Burglary,13
2006,51,Rape,0
2006,51,Residential Burglary,35
2006,51,Robbery,6
2006,51,Theft,113
2006,51,Vehicle Theft,49
2006,52,Aggravated Assault,6
2006,52,Homicide,0
2006,52,NonResidential Burglary,12
2006,52,Rape,0
2006,52,Residential Burglary,71
2006,52,Robbery,9
2006,52,Theft,227
2006,52,Vehicle Theft,136
2006,53.01,Aggravated Assault,60
2006,53.01,Homicide,0
2006,53.01,NonResidential Burglary,20
2006,53.01,Rape,4
2006,53.01,Residential Burglary,75
2006,53.01,Robbery,52
2006,53.01,Theft,463
2006,53.01,Vehicle Theft,127
2006,53.02,Aggravated Assault,6
2006,53.02,Homicide,0
2006,53.02,NonResidential Burglary,2
2006,53.02,Rape,0
2006,53.02,Residential Burglary,0
2006,53.02,Robbery,1
2006,53.02,Theft,50
2006,53.02,Vehicle Theft,12
2006,54,Aggravated Assault,4
